FUND NAME,FINANCIAL TYPE,INSTRUMENT IDENTIFIER,YEAR,MONTH,PRICE BREAK
Magnum,Equities,SYK,2023,2,0.0
Whitestone,Equities,SYK,2023,2,0.0
Magnum,Equities,SYK,2023,3,0.0
Whitestone,Equities,SYK,2023,3,0.0
Magnum,Equities,SYK,2023,4,0.0
Whitestone,Equities,SYK,2023,4,0.0
Magnum,Equities,SYK,2023,5,0.0
Whitestone,Equities,SYK,2023,5,0.0
Magnum,Equities,SYK,2023,6,0.0
Whitestone,Equities,SYK,2023,6,0.0
Magnum,Equities,SYK,2023,7,0.0
Whitestone,Equities,SYK,2023,7,0.0
Magnum,Equities,SYK,2023,8,0.0
Whitestone,Equities,SYK,2023,8,0.0
Magnum,Equities,SYK,2022,9,0.0
Whitestone,Equities,SYK,2022,9,0.0
Magnum,Equities,SYK,2022,10,-22.73400000000001
Whitestone,Equities,SYK,2022,10,-22.73400000000001
Magnum,Equities,SYK,2022,11,0.0
Whitestone,Equities,SYK,2022,11,0.0
Magnum,Equities,SYK,2022,12,0.0
Whitestone,Equities,SYK,2022,12,0.0
Applebead,Equities,SYY,2023,1,0.0
Applebead,Equities,SYY,2023,2,0.0
Applebead,Equities,SYY,2023,3,0.0
Applebead,Equities,SYY,2023,4,0.0
Applebead,Equities,SYY,2023,5,0.0
Applebead,Equities,SYY,2023,6,0.0
Applebead,Equities,SYY,2023,7,0.0
Applebead,Equities,SYY,2023,8,0.0
Applebead,Equities,SYY,2022,9,0.0
Applebead,Equities,SYY,2022,10,-8.489000000000004
Applebead,Equities,SYY,2022,11,0.0
Applebead,Equities,SYY,2022,12,0.0
Whitestone,Equities,T,2023,1,0.0
Whitestone,Equities,T,2023,2,0.0
Whitestone,Equities,T,2023,3,0.0
Whitestone,Equities,T,2023,4,0.0
Whitestone,Equities,T,2023,5,0.0
Whitestone,Equities,T,2023,6,0.0
Whitestone,Equities,T,2023,7,0.0
Whitestone,Equities,T,2023,8,0.0
Whitestone,Equities,T,2022,9,0.0
Whitestone,Equities,T,2022,10,-1.7409999999999997
Whitestone,Equities,T,2022,11,0.0
Whitestone,Equities,T,2022,12,0.0
Trustmind,Equities,TAP,2023,1,0.0
Virtous,Equities,TAP,2023,1,0.0
Trustmind,Equities,TAP,2023,2,0.0
Virtous,Equities,TAP,2023,2,0.0
Trustmind,Equities,TAP,2023,3,0.0
Virtous,Equities,TAP,2023,3,0.0
Trustmind,Equities,TAP,2023,4,0.0
Virtous,Equities,TAP,2023,4,0.0
Trustmind,Equities,TAP,2023,5,0.0
Virtous,Equities,TAP,2023,5,0.0
Trustmind,Equities,TAP,2023,6,0.0
Virtous,Equities,TAP,2023,6,0.0
Trustmind,Equities,TAP,2023,7,0.0
Virtous,Equities,TAP,2023,7,0.0
Trustmind,Equities,TAP,2023,8,0.0
Virtous,Equities,TAP,2023,8,0.0
Trustmind,Equities,TAP,2022,9,0.0
Virtous,Equities,TAP,2022,9,0.0
Trustmind,Equities,TAP,2022,10,-4.937000000000005
Virtous,Equities,TAP,2022,10,-4.937000000000005
Trustmind,Equities,TAP,2022,11,0.0
Virtous,Equities,TAP,2022,11,0.0
Trustmind,Equities,TAP,2022,12,0.0
Virtous,Equities,TAP,2022,12,0.0
Virtous,Equities,TDG,2023,1,0.0
Virtous,Equities,TDG,2023,2,0.0
Virtous,Equities,TDG,2023,3,0.0
Virtous,Equities,TDG,2023,4,0.0
Virtous,Equities,TDG,2023,5,0.0
Virtous,Equities,TDG,2023,6,0.0
Virtous,Equities,TDG,2023,7,0.0
Virtous,Equities,TDG,2023,8,0.0
Virtous,Equities,TDG,2022,9,0.0
Virtous,Equities,TDG,2022,10,-57.57600000000002
Virtous,Equities,TDG,2022,11,0.0
Virtous,Equities,TDG,2022,12,0.0
Virtous,Equities,TDY,2023,1,0.0
Virtous,Equities,TDY,2023,2,0.0
Virtous,Equities,TDY,2023,3,0.0
Virtous,Equities,TDY,2023,4,0.0
Virtous,Equities,TDY,2023,5,0.0
Virtous,Equities,TDY,2023,6,0.0
Virtous,Equities,TDY,2023,7,0.0
Virtous,Equities,TDY,2023,8,0.0
Virtous,Equities,TDY,2022,9,0.0
Virtous,Equities,TDY,2022,10,-39.798
Virtous,Equities,TDY,2022,11,0.0
Virtous,Equities,TDY,2022,12,0.0
Catalysm,Equities,TEL,2023,1,0.0
Applebead,Equities,TEL,2023,1,0.0
Virtous,Equities,TEL,2023,1,0.0
Catalysm,Equities,TEL,2023,2,0.0
Applebead,Equities,TEL,2023,2,0.0
Virtous,Equities,TEL,2023,2,0.0
Catalysm,Equities,TEL,2023,3,0.0
Applebead,Equities,TEL,2023,3,0.0
Virtous,Equities,TEL,2023,3,0.0
Catalysm,Equities,TEL,2023,4,0.0
Applebead,Equities,TEL,2023,4,0.0
Virtous,Equities,TEL,2023,4,0.0
Catalysm,Equities,TEL,2023,5,0.0
Applebead,Equities,TEL,2023,5,0.0
Virtous,Equities,TEL,2023,5,0.0
Catalysm,Equities,TEL,2023,6,0.0
Applebead,Equities,TEL,2023,6,0.0
Virtous,Equities,TEL,2023,6,0.0
Catalysm,Equities,TEL,2023,7,0.0
Applebead,Equities,TEL,2023,7,0.0
Virtous,Equities,TEL,2023,7,0.0
Catalysm,Equities,TEL,2023,8,0.0
Applebead,Equities,TEL,2023,8,0.0
Virtous,Equities,TEL,2023,8,0.0
Catalysm,Equities,TEL,2022,9,0.0
Applebead,Equities,TEL,2022,9,0.0
Virtous,Equities,TEL,2022,9,0.0
Catalysm,Equities,TEL,2022,10,-12.004000000000005
Applebead,Equities,TEL,2022,10,-12.004000000000005
Virtous,Equities,TEL,2022,10,-12.004000000000005
Catalysm,Equities,TEL,2022,11,0.0
Applebead,Equities,TEL,2022,11,0.0
Virtous,Equities,TEL,2022,11,0.0
Catalysm,Equities,TEL,2022,12,0.0
Applebead,Equities,TEL,2022,12,0.0
Virtous,Equities,TEL,2022,12,0.0
Applebead,Equities,TFC,2023,1,0.0
Applebead,Equities,TFC,2023,2,0.0
Applebead,Equities,TFC,2023,3,0.0
Applebead,Equities,TFC,2023,4,0.0
Applebead,Equities,TFC,2023,5,0.0
Applebead,Equities,TFC,2023,6,0.0
Applebead,Equities,TFC,2023,7,0.0
Applebead,Equities,TFC,2023,8,0.0
Applebead,Equities,TFC,2022,9,0.0
Applebead,Equities,TFC,2022,10,-4.226999999999997
Applebead,Equities,TFC,2022,11,0.0
Applebead,Equities,TFC,2022,12,0.0
Virtous,Equities,TFX,2023,1,0.0
Gohen,Equities,TFX,2023,1,0.0
Gohen,Equities,TFX,2023,2,0.0
Virtous,Equities,TFX,2023,2,0.0
Gohen,Equities,TFX,2023,3,0.0
Virtous,Equities,TFX,2023,3,0.0
Gohen,Equities,TFX,2023,4,0.0
Virtous,Equities,TFX,2023,4,0.0
Gohen,Equities,TFX,2023,5,0.0
Virtous,Equities,TFX,2023,5,0.0
Gohen,Equities,TFX,2023,6,0.0
Virtous,Equities,TFX,2023,6,0.0
Gohen,Equities,TFX,2023,7,0.0
Virtous,Equities,TFX,2023,7,0.0
Gohen,Equities,TFX,2023,8,0.0
Virtous,Equities,TFX,2023,8,0.0
Virtous,Equities,TFX,2022,9,0.0
Gohen,Equities,TFX,2022,9,0.0
Gohen,Equities,TFX,2022,10,-21.329999999999984
Virtous,Equities,TFX,2022,10,-21.329999999999984
Gohen,Equities,TFX,2022,11,0.0
Virtous,Equities,TFX,2022,11,0.0
Virtous,Equities,TFX,2022,12,0.0
Gohen,Equities,TFX,2022,12,0.0
Catalysm,Equities,TGT,2023,1,0.0
Wallington,Equities,TGT,2023,1,0.0
Catalysm,Equities,TGT,2023,2,0.0
Wallington,Equities,TGT,2023,2,0.0
Catalysm,Equities,TGT,2023,3,0.0
Wallington,Equities,TGT,2023,3,0.0
Catalysm,Equities,TGT,2023,4,0.0
Wallington,Equities,TGT,2023,4,0.0
Catalysm,Equities,TGT,2023,5,0.0
Wallington,Equities,TGT,2023,5,0.0
Catalysm,Equities,TGT,2023,6,0.0
Wallington,Equities,TGT,2023,6,0.0
Catalysm,Equities,TGT,2023,7,0.0
Wallington,Equities,TGT,2023,7,0.0
Catalysm,Equities,TGT,2023,8,0.0
Wallington,Equities,TGT,2023,8,0.0
Catalysm,Equities,TGT,2022,9,0.0
Wallington,Equities,TGT,2022,9,0.0
Catalysm,Equities,TGT,2022,10,-15.974999999999994
Wallington,Equities,TGT,2022,10,-15.974999999999994
Catalysm,Equities,TGT,2022,11,0.0
Wallington,Equities,TGT,2022,11,0.0
Catalysm,Equities,TGT,2022,12,0.0
Wallington,Equities,TGT,2022,12,0.0
Belaware,Equities,TJX,2023,1,0.0
Leeder,Equities,TJX,2023,1,0.0
Magnum,Equities,TJX,2023,1,0.0
Catalysm,Equities,TJX,2023,1,0.0
Applebead,Equities,TJX,2023,1,0.0
Leeder,Equities,TJX,2023,2,0.0
Magnum,Equities,TJX,2023,2,0.0
Belaware,Equities,TJX,2023,2,0.0
Catalysm,Equities,TJX,2023,2,0.0
Applebead,Equities,TJX,2023,2,0.0
Belaware,Equities,TJX,2023,3,0.0
Leeder,Equities,TJX,2023,3,0.0
Magnum,Equities,TJX,2023,3,0.0
Catalysm,Equities,TJX,2023,3,0.0
Applebead,Equities,TJX,2023,3,0.0
Belaware,Equities,TJX,2023,4,0.0
Leeder,Equities,TJX,2023,4,0.0
Magnum,Equities,TJX,2023,4,0.0
Catalysm,Equities,TJX,2023,4,0.0
Applebead,Equities,TJX,2023,4,0.0
Belaware,Equities,TJX,2023,5,0.0
Leeder,Equities,TJX,2023,5,0.0
Magnum,Equities,TJX,2023,5,0.0
Catalysm,Equities,TJX,2023,5,0.0
Applebead,Equities,TJX,2023,5,0.0
Belaware,Equities,TJX,2023,6,0.0
Leeder,Equities,TJX,2023,6,0.0
Magnum,Equities,TJX,2023,6,0.0
Catalysm,Equities,TJX,2023,6,0.0
Applebead,Equities,TJX,2023,6,0.0
Belaware,Equities,TJX,2023,7,0.0
Catalysm,Equities,TJX,2023,7,0.0
Leeder,Equities,TJX,2023,7,0.0
Magnum,Equities,TJX,2023,7,0.0
Applebead,Equities,TJX,2023,7,0.0
Belaware,Equities,TJX,2023,8,0.0
Leeder,Equities,TJX,2023,8,0.0
Magnum,Equities,TJX,2023,8,0.0
Catalysm,Equities,TJX,2023,8,0.0
Applebead,Equities,TJX,2023,8,0.0
Belaware,Equities,TJX,2022,9,0.0
Leeder,Equities,TJX,2022,9,0.0
Magnum,Equities,TJX,2022,9,0.0
Catalysm,Equities,TJX,2022,9,0.0
Applebead,Equities,TJX,2022,9,0.0
Leeder,Equities,TJX,2022,10,-7.096000000000004
Magnum,Equities,TJX,2022,10,-7.096000000000004
Belaware,Equities,TJX,2022,10,-7.096000000000004
Catalysm,Equities,TJX,2022,10,-7.096000000000004
Applebead,Equities,TJX,2022,10,-7.096000000000004
Belaware,Equities,TJX,2022,11,0.0
Leeder,Equities,TJX,2022,11,0.0
Magnum,Equities,TJX,2022,11,0.0
Catalysm,Equities,TJX,2022,11,0.0
Applebead,Equities,TJX,2022,11,0.0
Leeder,Equities,TJX,2022,12,0.0
Magnum,Equities,TJX,2022,12,0.0
Belaware,Equities,TJX,2022,12,0.0
Catalysm,Equities,TJX,2022,12,0.0
Applebead,Equities,TJX,2022,12,0.0
Magnum,Equities,TMO,2023,1,0.0
Trustmind,Equities,TMO,2023,1,0.0
Whitestone,Equities,TMO,2023,1,0.0
Magnum,Equities,TMO,2023,2,0.0
Trustmind,Equities,TMO,2023,2,0.0
Whitestone,Equities,TMO,2023,2,0.0
Magnum,Equities,TMO,2023,3,0.0
Trustmind,Equities,TMO,2023,3,0.0
Whitestone,Equities,TMO,2023,3,0.0
Magnum,Equities,TMO,2023,4,0.0
Trustmind,Equities,TMO,2023,4,0.0
Whitestone,Equities,TMO,2023,4,0.0
Magnum,Equities,TMO,2023,5,0.0
Whitestone,Equities,TMO,2023,5,0.0
Trustmind,Equities,TMO,2023,5,0.0
Magnum,Equities,TMO,2023,6,0.0
Trustmind,Equities,TMO,2023,6,0.0
Whitestone,Equities,TMO,2023,6,0.0
Magnum,Equities,TMO,2023,7,0.0
Trustmind,Equities,TMO,2023,7,0.0
Whitestone,Equities,TMO,2023,7,0.0
Magnum,Equities,TMO,2023,8,0.0
Trustmind,Equities,TMO,2023,8,0.0
Whitestone,Equities,TMO,2023,8,0.0
Magnum,Equities,TMO,2022,9,0.0
Trustmind,Equities,TMO,2022,9,0.0
Whitestone,Equities,TMO,2022,9,0.0
Magnum,Equities,TMO,2022,10,-51.303
Trustmind,Equities,TMO,2022,10,-51.303
Whitestone,Equities,TMO,2022,10,-51.303
Magnum,Equities,TMO,2022,11,0.0
Trustmind,Equities,TMO,2022,11,0.0
Whitestone,Equities,TMO,2022,11,0.0
Magnum,Equities,TMO,2022,12,0.0
Trustmind,Equities,TMO,2022,12,0.0
Whitestone,Equities,TMO,2022,12,0.0
Belaware,Equities,TPR,2023,1,0.0
Leeder,Equities,TPR,2023,1,0.0
Applebead,Equities,TPR,2023,1,0.0
Leeder,Equities,TPR,2023,2,0.0
Belaware,Equities,TPR,2023,2,0.0
Applebead,Equities,TPR,2023,2,0.0
Belaware,Equities,TPR,2023,3,0.0
Leeder,Equities,TPR,2023,3,0.0
Applebead,Equities,TPR,2023,3,0.0
Belaware,Equities,TPR,2023,4,0.0
Leeder,Equities,TPR,2023,4,0.0
Applebead,Equities,TPR,2023,4,0.0
Belaware,Equities,TPR,2023,5,0.0
Leeder,Equities,TPR,2023,5,0.0
Applebead,Equities,TPR,2023,5,0.0
Belaware,Equities,TPR,2023,6,0.0
Leeder,Equities,TPR,2023,6,0.0
Applebead,Equities,TPR,2023,6,0.0
Belaware,Equities,TPR,2023,7,0.0
Leeder,Equities,TPR,2023,7,0.0
Applebead,Equities,TPR,2023,7,0.0
Belaware,Equities,TPR,2023,8,0.0
Leeder,Equities,TPR,2023,8,0.0
Applebead,Equities,TPR,2023,8,0.0
Belaware,Equities,TPR,2022,9,0.0
Leeder,Equities,TPR,2022,9,0.0
Applebead,Equities,TPR,2022,9,0.0
Leeder,Equities,TPR,2022,10,-3.099
Belaware,Equities,TPR,2022,10,-3.099
Applebead,Equities,TPR,2022,10,-3.099
Belaware,Equities,TPR,2022,11,0.0
Leeder,Equities,TPR,2022,11,0.0
Applebead,Equities,TPR,2022,11,0.0
Leeder,Equities,TPR,2022,12,0.0
Belaware,Equities,TPR,2022,12,0.0
Applebead,Equities,TPR,2022,12,0.0
Leeder,Equities,TRMB,2023,1,0.0
Leeder,Equities,TRMB,2023,2,0.0
Leeder,Equities,TRMB,2023,3,0.0
Leeder,Equities,TRMB,2023,4,0.0
Leeder,Equities,TRMB,2023,5,0.0
Leeder,Equities,TRMB,2023,6,0.0
Leeder,Equities,TRMB,2023,7,0.0
Leeder,Equities,TRMB,2023,8,0.0
Leeder,Equities,TRMB,2022,9,0.0
Leeder,Equities,TRMB,2022,10,-6.016000000000005
Leeder,Equities,TRMB,2022,11,0.0
Leeder,Equities,TRMB,2022,12,0.0
Belaware,Equities,TROW,2023,1,0.0
Magnum,Equities,TROW,2023,1,0.0
Whitestone,Equities,TROW,2023,1,0.0
Magnum,Equities,TROW,2023,2,0.0
Belaware,Equities,TROW,2023,2,0.0
Whitestone,Equities,TROW,2023,2,0.0
Belaware,Equities,TROW,2023,3,0.0
Magnum,Equities,TROW,2023,3,0.0
Whitestone,Equities,TROW,2023,3,0.0
Belaware,Equities,TROW,2023,4,0.0
Magnum,Equities,TROW,2023,4,0.0
Whitestone,Equities,TROW,2023,4,0.0
Belaware,Equities,TROW,2023,5,0.0
Magnum,Equities,TROW,2023,5,0.0
Whitestone,Equities,TROW,2023,5,0.0
Belaware,Equities,TROW,2023,6,0.0
Magnum,Equities,TROW,2023,6,0.0
Whitestone,Equities,TROW,2023,6,0.0
Belaware,Equities,TROW,2023,7,0.0
Magnum,Equities,TROW,2023,7,0.0
Whitestone,Equities,TROW,2023,7,0.0
Belaware,Equities,TROW,2023,8,0.0
Magnum,Equities,TROW,2023,8,0.0
Whitestone,Equities,TROW,2023,8,0.0
Belaware,Equities,TROW,2022,9,0.0
Magnum,Equities,TROW,2022,9,0.0
Whitestone,Equities,TROW,2022,9,0.0
Magnum,Equities,TROW,2022,10,-10.275000000000006
Belaware,Equities,TROW,2022,10,-10.275000000000006
Whitestone,Equities,TROW,2022,10,-10.275000000000006
Belaware,Equities,TROW,2022,11,0.0
Magnum,Equities,TROW,2022,11,0.0
Whitestone,Equities,TROW,2022,11,0.0
Magnum,Equities,TROW,2022,12,0.0
Belaware,Equities,TROW,2022,12,0.0
Whitestone,Equities,TROW,2022,12,0.0
Virtous,Equities,TRV,2023,1,0.0
Gohen,Equities,TRV,2023,1,0.0
Gohen,Equities,TRV,2023,2,0.0
Virtous,Equities,TRV,2023,2,0.0
Gohen,Equities,TRV,2023,3,0.0
Virtous,Equities,TRV,2023,3,0.0
Gohen,Equities,TRV,2023,4,0.0
Virtous,Equities,TRV,2023,4,0.0
Gohen,Equities,TRV,2023,5,0.0
Virtous,Equities,TRV,2023,5,0.0
Gohen,Equities,TRV,2023,6,0.0
Virtous,Equities,TRV,2023,6,0.0
Gohen,Equities,TRV,2023,7,0.0
Virtous,Equities,TRV,2023,7,0.0
Gohen,Equities,TRV,2023,8,0.0
Virtous,Equities,TRV,2023,8,0.0
Virtous,Equities,TRV,2022,9,0.0
Gohen,Equities,TRV,2022,9,0.0
Gohen,Equities,TRV,2022,10,-18.155
Virtous,Equities,TRV,2022,10,-18.155
Gohen,Equities,TRV,2022,11,0.0
Virtous,Equities,TRV,2022,11,0.0
Virtous,Equities,TRV,2022,12,0.0
Gohen,Equities,TRV,2022,12,0.0
Leeder,Equities,TSN,2023,1,0.0
Leeder,Equities,TSN,2023,2,0.0
Leeder,Equities,TSN,2023,3,0.0
Leeder,Equities,TSN,2023,4,0.0
Leeder,Equities,TSN,2023,5,0.0
Leeder,Equities,TSN,2023,6,0.0
Leeder,Equities,TSN,2023,7,0.0
Leeder,Equities,TSN,2023,8,0.0
Leeder,Equities,TSN,2022,9,0.0
Leeder,Equities,TSN,2022,10,-6.670000000000002
Leeder,Equities,TSN,2022,11,0.0
Leeder,Equities,TSN,2022,12,0.0
Magnum,Equities,TTWO,2023,1,0.0
Whitestone,Equities,TTWO,2023,1,0.0
Magnum,Equities,TTWO,2023,2,0.0
Whitestone,Equities,TTWO,2023,2,0.0
Magnum,Equities,TTWO,2023,3,0.0
Whitestone,Equities,TTWO,2023,3,0.0
Magnum,Equities,TTWO,2023,4,0.0
Whitestone,Equities,TTWO,2023,4,0.0
Magnum,Equities,TTWO,2023,5,0.0
Whitestone,Equities,TTWO,2023,5,0.0
Magnum,Equities,TTWO,2023,6,0.0
Whitestone,Equities,TTWO,2023,6,0.0
Magnum,Equities,TTWO,2023,7,0.0
Whitestone,Equities,TTWO,2023,7,0.0
Magnum,Equities,TTWO,2023,8,0.0
Whitestone,Equities,TTWO,2023,8,0.0
Magnum,Equities,TTWO,2022,9,0.0
Whitestone,Equities,TTWO,2022,9,0.0
Magnum,Equities,TTWO,2022,10,-11.847999999999999
Whitestone,Equities,TTWO,2022,10,-11.847999999999999
Magnum,Equities,TTWO,2022,11,0.0
Whitestone,Equities,TTWO,2022,11,0.0
Magnum,Equities,TTWO,2022,12,0.0
Whitestone,Equities,TTWO,2022,12,0.0
Trustmind,Equities,TXN,2023,1,0.0
Trustmind,Equities,TXN,2023,2,0.0
Trustmind,Equities,TXN,2023,3,0.0
Trustmind,Equities,TXN,2023,4,0.0
Trustmind,Equities,TXN,2023,5,0.0
Trustmind,Equities,TXN,2023,6,0.0
Trustmind,Equities,TXN,2023,7,0.0
Trustmind,Equities,TXN,2023,8,0.0
Trustmind,Equities,TXN,2022,9,0.0
Trustmind,Equities,TXN,2022,10,-15.717000000000013
Trustmind,Equities,TXN,2022,11,0.0
Trustmind,Equities,TXN,2022,12,0.0
Trustmind,Equities,UAL,2023,1,0.0
Trustmind,Equities,UAL,2023,2,0.0
Trustmind,Equities,UAL,2023,3,0.0
Trustmind,Equities,UAL,2023,4,0.0
Trustmind,Equities,UAL,2023,5,0.0
Trustmind,Equities,UAL,2023,6,0.0
Trustmind,Equities,UAL,2023,7,0.0
Trustmind,Equities,UAL,2023,8,0.0
Trustmind,Equities,UAL,2022,9,0.0
Trustmind,Equities,UAL,2022,10,-4.308
Trustmind,Equities,UAL,2022,11,0.0
Trustmind,Equities,UAL,2022,12,0.0
Catalysm,Equities,UDR,2023,1,0.0
Whitestone,Equities,UDR,2023,1,0.0
Catalysm,Equities,UDR,2023,2,0.0
Whitestone,Equities,UDR,2023,2,0.0
Catalysm,Equities,UDR,2023,3,0.0
Whitestone,Equities,UDR,2023,3,0.0
Catalysm,Equities,UDR,2023,4,0.0
Whitestone,Equities,UDR,2023,4,0.0
Catalysm,Equities,UDR,2023,5,0.0
Whitestone,Equities,UDR,2023,5,0.0
Catalysm,Equities,UDR,2023,6,0.0
Whitestone,Equities,UDR,2023,6,0.0
Catalysm,Equities,UDR,2023,7,0.0
Whitestone,Equities,UDR,2023,7,0.0
Catalysm,Equities,UDR,2023,8,0.0
Whitestone,Equities,UDR,2023,8,0.0
Catalysm,Equities,UDR,2022,9,0.0
Whitestone,Equities,UDR,2022,9,0.0
Catalysm,Equities,UDR,2022,10,-3.8569999999999993
Whitestone,Equities,UDR,2022,10,-3.8569999999999993
Catalysm,Equities,UDR,2022,11,0.0
Whitestone,Equities,UDR,2022,11,0.0
Catalysm,Equities,UDR,2022,12,0.0
Whitestone,Equities,UDR,2022,12,0.0
Whitestone,Equities,ULTA,2023,1,0.0
Whitestone,Equities,ULTA,2023,2,0.0
Whitestone,Equities,ULTA,2023,3,0.0
Whitestone,Equities,ULTA,2023,4,0.0
Whitestone,Equities,ULTA,2023,5,0.0
Whitestone,Equities,ULTA,2023,6,0.0
Whitestone,Equities,ULTA,2023,7,0.0
Whitestone,Equities,ULTA,2023,8,0.0
Whitestone,Equities,ULTA,2022,9,0.0
Whitestone,Equities,ULTA,2022,10,-41.93700000000001
Whitestone,Equities,ULTA,2022,11,0.0
Whitestone,Equities,ULTA,2022,12,0.0
Whitestone,Government Bond,US912810FQ68,2023,1,0.0
Whitestone,Government Bond,US912810FQ68,2023,2,0.0
Whitestone,Government Bond,US912810FQ68,2023,3,0.0
Whitestone,Government Bond,US912810FQ68,2023,4,0.0
Whitestone,Government Bond,US912810FQ68,2023,5,0.0
Whitestone,Government Bond,US912810FQ68,2023,6,0.0
Whitestone,Government Bond,US912810FQ68,2023,7,0.0
Whitestone,Government Bond,US912810FQ68,2023,8,0.0
Whitestone,Government Bond,US912810FQ68,2022,9,0.0
Whitestone,Government Bond,US912810FQ68,2022,10,-23.176000000000016
Whitestone,Government Bond,US912810FQ68,2022,11,0.0
Whitestone,Government Bond,US912810FQ68,2022,12,0.0
Whitestone,Government Bond,US912810FS25,2023,1,0.0
Whitestone,Government Bond,US912810FS25,2023,2,0.0
Whitestone,Government Bond,US912810FS25,2023,3,0.0
Whitestone,Government Bond,US912810FS25,2023,4,0.0
Whitestone,Government Bond,US912810FS25,2023,5,0.0
Whitestone,Government Bond,US912810FS25,2023,6,0.0
Whitestone,Government Bond,US912810FS25,2023,7,0.0
Whitestone,Government Bond,US912810FS25,2023,8,0.0
Whitestone,Government Bond,US912810FS25,2022,9,0.0
Whitestone,Government Bond,US912810FS25,2022,10,-16.149
Whitestone,Government Bond,US912810FS25,2022,11,0.0
Whitestone,Government Bond,US912810FS25,2022,12,0.0
Virtous,Government Bond,US912810PV44,2023,1,0.0
Virtous,Government Bond,US912810PV44,2023,2,0.0
Virtous,Government Bond,US912810PV44,2023,3,0.0
Virtous,Government Bond,US912810PV44,2023,4,0.0
Virtous,Government Bond,US912810PV44,2023,5,0.0
Virtous,Government Bond,US912810PV44,2023,6,0.0
Virtous,Government Bond,US912810PV44,2023,7,0.0
Virtous,Government Bond,US912810PV44,2023,8,0.0
Virtous,Government Bond,US912810PV44,2022,9,0.0
Virtous,Government Bond,US912810PV44,2022,10,-15.854000000000013
Virtous,Government Bond,US912810PV44,2022,11,0.0
Virtous,Government Bond,US912810PV44,2022,12,0.0
Gohen,Government Bond,US912810QF84,2023,1,0.0
Gohen,Government Bond,US912810QF84,2023,2,0.0
Gohen,Government Bond,US912810QF84,2023,3,0.0
Gohen,Government Bond,US912810QF84,2023,4,0.0
Gohen,Government Bond,US912810QF84,2023,5,0.0
Gohen,Government Bond,US912810QF84,2023,6,0.0
Gohen,Government Bond,US912810QF84,2023,7,0.0
Gohen,Government Bond,US912810QF84,2023,8,0.0
Gohen,Government Bond,US912810QF84,2022,9,0.0
Gohen,Government Bond,US912810QF84,2022,10,-19.570999999999998
Gohen,Government Bond,US912810QF84,2022,11,0.0
Gohen,Government Bond,US912810QF84,2022,12,0.0
Magnum,Government Bond,US912810QV35,2023,1,0.0
Magnum,Government Bond,US912810QV35,2023,2,0.0
Magnum,Government Bond,US912810QV35,2023,3,0.0
Magnum,Government Bond,US912810QV35,2023,4,0.0
Magnum,Government Bond,US912810QV35,2023,5,0.0
Magnum,Government Bond,US912810QV35,2023,6,0.0
Magnum,Government Bond,US912810QV35,2023,7,0.0
Magnum,Government Bond,US912810QV35,2023,8,0.0
Magnum,Government Bond,US912810QV35,2022,9,0.0
Magnum,Government Bond,US912810QV35,2022,10,-15.442000000000007
Magnum,Government Bond,US912810QV35,2022,11,0.0
Magnum,Government Bond,US912810QV35,2022,12,0.0
Magnum,Government Bond,US912810SG40,2023,1,0.0
Gohen,Government Bond,US912810SG40,2023,1,0.0
Magnum,Government Bond,US912810SG40,2023,2,0.0
Gohen,Government Bond,US912810SG40,2023,2,0.0
Magnum,Government Bond,US912810SG40,2023,3,0.0
Gohen,Government Bond,US912810SG40,2023,3,0.0
Magnum,Government Bond,US912810SG40,2023,4,0.0
Gohen,Government Bond,US912810SG40,2023,4,0.0
Magnum,Government Bond,US912810SG40,2023,5,0.0
Gohen,Government Bond,US912810SG40,2023,5,0.0
Magnum,Government Bond,US912810SG40,2023,6,0.0
Gohen,Government Bond,US912810SG40,2023,6,0.0
Magnum,Government Bond,US912810SG40,2023,7,0.0
Gohen,Government Bond,US912810SG40,2023,7,0.0
Magnum,Government Bond,US912810SG40,2023,8,0.0
Gohen,Government Bond,US912810SG40,2023,8,0.0
Magnum,Government Bond,US912810SG40,2022,9,0.0
Gohen,Government Bond,US912810SG40,2022,9,0.0
Magnum,Government Bond,US912810SG40,2022,10,-15.574999999999989
Gohen,Government Bond,US912810SG40,2022,10,-15.574999999999989
Magnum,Government Bond,US912810SG40,2022,11,0.0
Gohen,Government Bond,US912810SG40,2022,11,0.0
Magnum,Government Bond,US912810SG40,2022,12,0.0
Gohen,Government Bond,US912810SG40,2022,12,0.0
Whitestone,Government Bond,US912810SM18,2023,1,0.0
Whitestone,Government Bond,US912810SM18,2023,2,0.0
Whitestone,Government Bond,US912810SM18,2023,3,0.0
Whitestone,Government Bond,US912810SM18,2023,4,0.0
Whitestone,Government Bond,US912810SM18,2023,5,0.0
Whitestone,Government Bond,US912810SM18,2023,6,0.0
Whitestone,Government Bond,US912810SM18,2023,7,0.0
Whitestone,Government Bond,US912810SM18,2023,8,0.0
Whitestone,Government Bond,US912810SM18,2022,9,0.0
Whitestone,Government Bond,US912810SM18,2022,10,-13.004000000000019
Whitestone,Government Bond,US912810SM18,2022,11,0.0
Whitestone,Government Bond,US912810SM18,2022,12,0.0
Magnum,Government Bond,US9128283R96,2023,1,0.0
Magnum,Government Bond,US9128283R96,2023,2,0.0
Magnum,Government Bond,US9128283R96,2023,3,0.0
Magnum,Government Bond,US9128283R96,2023,4,0.0
